24;[CH 3 (CH 2 ) 6 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.49;0.5;2.29;–;Heptylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
25;[CH 3 (CH 2 ) 7 NH 3 ] 2 Pb I 4;1;P 21/ c ( P 21/ a );100;else;0.23;0.24;2.38;–;Octylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
26;[CH 3 (CH 2 ) 7 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.48;0.5;2.28;–;Octylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
27;[CH 3 (CH 2 ) 8 NH 3 ] 2 Pb I 4;1;C m c a ( A c a m );100;RP;0.5;0.5;2.12;–;Nonylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;
28;[CH 3 (CH 2 ) 8 NH 3 ] 2 Pb I 4;1;P 21/ c ( P 21/ a );100;else;0.25;0.25;2.35;–;Nonylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
29;[CH 3 (CH 2 ) 8 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.48;0.5;2.27;–;Nonylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
30;[CH 3 (CH 2 ) 8 NH 3 ] 2 Pb I 4;1;P 21/ c ( P 21/ a );100;else;0.25;0.27;2.39;–;Decylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
31;[CH 3 (CH 2 ) 9 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.48;0.5;2.39;–;Decylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
32;[CH 3 (CH 2 ) 9 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.48;0.5;2.39;–;Decylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
33;[CH 3 (CH 2 ) 9 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.48;0.5;2.28;–;Decylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
34;[CH 3 (CH 2 ) 9 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.48;0.5;2.28;–;Decylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;c
35;[CH 3 (CH 2 ) 9 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.5;0.5;2.16;–;Decylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/C0DT01805H;
36;[NH 3 (CH 2 ) 6 NH 3 ]Pb I 4;1;P 21/ c;100;else;0.38;0.41;2.42;2.4;1,6-hexanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/a906161d;a
37;[NH 3 (CH 2 ) 6 NH 3 ]Pb Br 4;1;P 21/ c;100;else;0.39;0.4;2.42;2.99;1,6-hexanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/a906161d;
38;[NH 3 (CH 2 ) 6 NH 3 ]Pb I 4;1;P 21/ c;100;else;0.38;0.41;2.28;2.44;1,6-hexanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c6ta05055g;a
39;[NH 3 (CH 2 ) 8 NH 3 ]Pb I 4;1;P 21/ c;100;else;0.43;0.47;2.34;2.55;1,8-octanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c6ta05055g;a
40;[NH 3 (CH 2 ) 1 2 NH 3 ]Pb I 4;1;P 21/ c;100;DJ;0;0;2.32;2.43;1,12-dodecanediammonium;–;*.dia;*.dia;CIF;doi: 10.1016/j.matchemphys.2010.07.037;a
41;[NH 3 (CH 2 ) 4 NH 3 ]Pb Br 4;1;P -1;100;else;0.16;0.31;2.76;–;1,4-butyldiamine;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;
42;[NH 3 (CH 2 ) 4 NH 3 ]Pb I 4;1;C 2/ c;100;else;0.18;0.22;2.2;–;1,4-butyldiamine;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;
43;[NH 3 (CH 2 ) 7 NH 3 ] 4 Pb 3 I 1 4;–;P -1;;–;–;–;2.17;–;1,7-heptanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;
44;[NH 3 (CH 2 ) 8 NH 3 ]Pb I 4;1;P 21/ c;100;else;0.44;0.47;2.37;–;1,8-octanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;a
45;[NH 3 (CH 2 ) 1 0 NH 3 ]Pb Br 4;1;P 21/ c;100;else;0.2;0.22;2.84;–;1,10-decanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;
46;[NH 3 (CH 2 ) 1 2 NH 3 ]Pb I 4;1;P 21/ c;100;DJ;0.01;0.01;2.36;–;1,12-dodecanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;a
47;[NH 3 C 1 0 H 6 NH 3 ]Pb I 4;1;P 21/ c;100;DJ;0.01;0.01;2.29;–;Naphthalene-1,5-diamine;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;a
48;[[NH 3 (CH 2 ) 2 NH 3 ] 4 Pb 2 Br 9 ] Br 3;–;P 21/ c;;DJ;0;0;2.8;–;1,2-ethanediammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;
49;[NH 3 C 6 H 4 CH 2 C 6 H 4 NH 3 ]Pb I 6;–;F d d 2;;–;–;–;2.23;–;Diphenylmethane - 4,4'-diammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c2ce06498g;b
50;[NH 3 (CH 2 ) 8 NH 3 ][CH 3 NH 3 ]Pb 2 I 7;2;C c;100;RP;0.5;0.5;1.94;2.02;1,8-octanediammonium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b07712;a
51;[NH 3 (CH 2 ) 8 NH 3 ][CH 3 NH 3 ] 2 Pb 3 I 1 0;3;P c;100;RP;0.5;0.5;1.88;1.83;1,8-octanediammonium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b07712;a
52;[NH 3 (CH 2 ) 8 NH 3 ][CH 3 NH 3 ] 3 Pb 4 I 1 4;4;C c;100;RP;0.5;0.5;1.82;1.7;1,8-octanediammonium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b07712;a
53;[NH 3 (CH 2 ) 9 NH 3 ]Pb I 4;1;C c;100;else;0.42;0.42;2.29;2.27;1,9-nonanediammonium;–;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b07712;a
54;[NH 3 (CH 2 ) 9 NH 3 ][CH 3 NH 3 ]Pb 2 I 7;2;C c;100;RP;0.5;0.5;1.92;1.96;1,9-nonanediammonium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b07712;a
55;[NH 3 (CH) 9 NH 3 ][CH 3 NH 3 ] 2 Pb 3 I 1 0;3;P c;100;RP;0.5;0.5;1.87;1.81;1,9-nonanediammonium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b07712;a
56;[CH 3 (CH 2 ) 3 NH 3 ] 2 Pb Br 4;1;P b c a;100;RP;0.49;0.5;2.82;3.07;Butylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c7sc01590a;
57;[CH 3 (CH 2 ) 3 NH 3 ] 2 Sn I 4;1;P b c a;100;RP;0.49;0.5;1.77;–;Butylammonium;–;*.dia;*.dia;CIF;doi: 10.1021/cm702405c;
58;[NH 3 (CH 2 ) 2 NH 2 CH 3 ]Pb Br 4;–;P 212121;110;else;0.19;0.47;2.85;3.12;N1-methylethane-1,2-diammonium;–;*.dia;*.dia;CIF;doi: 10.1021/ja411045r;
59;[NH 3 (CH 2 ) 3 NH 2 CH 3 ]Pb Br 4;1;P 21/ c;100;else;0.03;0.45;2.55;2.88;N1-methylpropane-1,3-diammonium;–;*.dia;*.dia;CIF;doi: 10.1021/ja411045r;
60;[(CH 3 ) 2 NH(CH 2 ) 2 NH 3 ]Pb Br 4;–;P b c a;corru- gated 3x3;else;0.03;0.1;2.62;–;2-(dimethylamino)ethylammonium;–;*.dia;*.dia;CIF;doi: 10.1021/jacs.7b01312;
61;[C(NH 2 ) 3 ][CH 3 NH 3 ] 3 Pb 3 I 1 0;3;I m m a;100;else;0;0.49;1.83;1.56;Guanidinium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.7b09096;c
62;[C(NH 2 ) 3 ][CH 3 NH 3 ] 2 Pb 2 I 7;2;A m m a;100;else;0;0.49;1.91;1.79;Guanidinium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.7b09096;c
63;[C(NH 2 ) 3 ][CH 3 NH 3 ]Pb I 4;1;I m m a;100;else;0;0.48;2.04;–;Guanidinium, Methylammonium;–;*.dia;*.dia;CIF;doi: 10.1021/jacs.7b09096;
64;[C(NH 2 ) 3 ][CH(NH 2 ) 2 ]Pb I 4;–;C 2/ m;corru- gated 3x2;else;0;0.1;2.11;2.32;Guanidinium, Formamidinium;–;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00194;
65;[NH 3 (CH 2 ) 2 SS(CH 2 ) 2 NH 3 ] 4 Pb 3 I 1 4 * I 2;–;P 21/ c;;DJ;0;0;2.16;–;2,2'-dithiobisethanammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b617225c;
66;[NH 3 (CH 2 ) 2 O (CH 2 ) 2 O (CH 2 ) 2 NH 3 ]Pb Cl 4;1;C 2;100;else;0.37;0.38;3.38;3.34;1,8-Diamino-3,6-dioxaoctane;–;*.dia;*.dia;CIF;doi: 10.1021/ja507086b;
67;[NH 3 (CH 2 ) 2 O (CH 2 ) 2 O (CH 2 ) 2 NH 3 ]Pb Br 4;1;P 21/ c;110;else;0;0.28;2.82;3.21;1,8-Diamino-3,6-dioxaoctane;–;*.dia;*.dia;CIF;doi: 10.1021/ja507086b;
68;[NH 3 (CH 2 ) 2 O (CH 2 ) 2 O (CH 2 ) 2 NH 3 ]Pb I 4;1;P 21/ c;110;else;0.04;0.28;2.26;2.48;1,8-Diamino-3,6-dioxaoctane;–;*.dia;*.dia;CIF;doi: 10.1021/ja507086b;b
69;[NH 3 (CH 2 ) 2 SC(NH 2 )NH 3 ]Pb Br 4;1;P 21/ c;100;DJ;0;0.02;2.74;3.44;2-(aminoethyl)isothiourea protonated;–;*.dia;*.dia;CIF;doi: 10.1002/ejic.200700927;
70;[CHC(CH 2 ) 2 NH 3 ] 2 Pb Br 4;1;P 21/ c;100;else;0.09;0.1;2.88;–;4-amino-1-butyne protonated;–;*.dia;*.dia;CIF;doi: 10.1002/anie.201309786;
71;[ I CHC( I )(CH 2 ) 2 NH 3 ] 2 Pb Br 4;1;P -1;100;else;0.11;0.24;2.79;–;4-amino-1,2-diiodo-1-butene protonated;–;*.dia;*.dia;CIF;doi: 10.1002/anie.201309786;
72;[CH 2 CH(CH 2 ) 2 NH 3 ] 2 Pb Br 4;1;P 21/ c;100;else;0.18;0.18;2.77;–;4-aminobutylene protonated;–;*.dia;*.dia;CIF;doi: 10.1002/anie.201309786;
73;[ F (CH 2 ) 2 NH 3 ] 2 Pb Cl 4;1;P n m a;100;else;0.25;0.29;3.34;3.27;2-fluoroethylammonium;–;*.dia;*.dia;CIF;doi: 10.1021/acs.chemmater.6b02151;
74;[(CH 3 ) 2 CHCH 2 NH 3 ] 2 [Pb Br 4 ];1;P 21/ c;100;–;–;–;2.83;–;Isobutylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c5dt03277f;
75;[(CH 3 ) 2 CHCH 2 NH 3 ] 2 [Pb Br 4 ];1;C m c a;100;RP;0.5;0.5;2.84;–;Isobutylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/c5dt03277f;
76;[H O (CH 2 ) 2 NH 3 ] 2 Pb I 4;1;P 21/ c;100;else;0.21;0.21;2.16;–;Ethanolammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;a
77;[H O (CH 2 ) 3 NH 3 ] 2 Pb I 4;1;P 21/ c;100;else;0.06;0.06;2.14;–;3-aminopropanol protonated;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;a
78;[ I (CH 2 ) 2 NH 3 ] 2 Pb I 4;1;P 21/ c;100;else;0.2;0.2;2.37;–;2-iodoethylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;
79;[ I (CH 2 ) 3 NH 3 ] 2 Pb I 4;1;P 21/ c;100;else;0.25;0.27;2.29;–;3-iodopropylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;
80;[ I (CH 2 ) 4 NH 3 ] 2 Pb I 4;1;P 21/ c;100;else;0.06;0.06;2.28;–;4-iodobutylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;
81;[ I (CH 2 ) 5 NH 3 ] 2 Pb I 4;1;P 21/ c;100;DJ;0;0;2.22;–;5-iodopentylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;
82;[ I (CH 2 ) 6 NH 3 ] 2 Pb I 4;1;P b c a;100;RP;0.48;0.5;2.22;–;6-iodohexylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;
83;[ Br (CH 2 ) 2 NH 3 ] 2 Pb I 4;1;P n m a;100;else;0.12;0.43;2.13;–;2-bromoethylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;
84;[NH 3 (CH 2 ) 2 SS(CH 2 ) 2 NH 3 ] 2 Pb 2 I 8;1;P 21/ c;100;else;0.02;0.3;2.32;–;2,2'-dithiobisethanammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;c
85;[NH 3 (CH 2 ) 2 SS(CH 2 ) 2 NH 3 ] 2 Pb I 4 * I 2;–;P 21/ c;;DJ;0;0;2.17;–;2,2'-dithiobisethanammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917824d;
86;[C 3 H 5 NH 3 ] 2 Pb I 4;1;P 21/ c;100;RP;0.49;0.5;2.31;–;Сyclopropylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;a
87;[C 3 H 5 NH 3 ] 2 Pb Br 4;1;P 21/ c;100;else;0.46;0.49;2.85;–;Сyclopropylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
88;[C 4 H 7 NH 3 ] 2 Pb Br 4;1;P 21/ c;100;else;0.46;0.49;2.87;–;Cyclobutylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
89;[C 5 H 9 NH 3 ] 2 Pb Br 4;1;P 21/ c;100;else;0.42;0.47;2.78;–;Cyclopentylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
90;[C 6 H 1 1 NH 3 ] 2 Pb Br 4;1;C m c 21;100;else;0.46;0.47;2.91;–;Cyclohexylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
91;[C 7 H 1 3 NH 3 ] 3 Pb Br 5 * H 2 O;–;C m c 21;;DJ;0;0;2.86;–;Cycloheptylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
92;[C 8 H 1 5 N 3 ] 1 0 Pb 4 Br 1 8;–;P -1;;DJ;0;0;2.8;–;Cyclooctylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
93;[C 3 H 5 NH 3 ] 2 Pb Cl 4;1;P 21/ c;100;else;0.46;0.49;3.37;–;Сyclopropylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
94;[C 4 H 7 NH 3 ] 2 Pb Cl 4;1;P 21/ c;100;else;0.44;0.47;3.42;–;Cyclobutylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
95;[C 5 H 9 NH 3 ] 2 Pb Cl 4;1;C m c a;100;else;0.45;0.5;3.36;–;Cyclopentylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
96;[C 6 H 1 1 NH 3 ] 4 Pb 2 Cl 8;1;P 21/ m;100;else;0.31;0.33;3.41;–;Cyclohexylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
97;[C 7 H 1 3 NH 3 ] 1 7 Pb 7 Cl 3 1 *2 H 2 O;–;P 21;;DJ;0;0;3.37;–;Cycloheptylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
98;[C 8 H 1 5 NH 3 ] 1 8 Pb 1 1 Cl 4 0;–;P -1;;else;0.01;0.04;3.33;–;Cyclooctylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b819455f;
99;[C 6 H 1 0 CH 2 NH 3 ] 2 Pb Br 4;1;P 21/ c;100;else;0.33;0.33;2.82;–;Cyclohexylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1002/ejic.201601269;
100;[NH 2 (C 2 H 4 ) 2 NH 2 ]Pb Cl 4;1;P 21/ c;110;else;0.07;0.35;2.64;–;Piperazinium;–;*.dia;*.dia;CIF;doi: 10.1021/ic000319k;
101;[NH 2 (C 2 H 4 ) 2 NHСH 2 C 6 H 5 ] 3 Pb 2 Br 1 0 *2 H 2 O;–;P 21/ c;;DJ;0;0;2.72;–;N-Benzylpiperazinium;–;*.dia;*.dia;CIF;doi: 10.1021/ic000319k;
102;[C 5 H 1 1 NCH 2 NH 3 ]Pb I 4;1;P 21/ c;100;else;0.19;0.21;2.15;2.23;3-(aminomethyl)piperidinium;–;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00542;c
103;[C 5 H 1 1 NCH 2 NH 3 ][CH 3 NH 3 ]Pb 2 I 7;2;C c;100;DJ;0;0;2.01;2.02;3-(aminomethyl)piperidinium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00542;c
104;[C 5 H 1 1 NCH 2 NH 3 ][CH 3 NH 3 ] 2 Pb 3 I 1 0;3;P c;100;DJ;0;0;1.94;1.92;3-(aminomethyl)piperidinium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00542;c
105;[C 5 H 1 1 NCH 2 NH 3 ][CH 3 NH 3 ] 3 Pb 4 I 1 3;4;C c;100;DJ;0;0;1.9;1.87;3-(aminomethyl)piperidinium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00542;c
106;[C 5 H 1 1 NCH 2 NH 3 ]Pb I 4;1;P c;100;DJ;0;0;2.18;2.38;4-(aminomethyl)piperidinium;–;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00542;a
107;[C 5 H 1 1 NCH 2 NH 3 ][CH 3 NH 3 ]Pb 2 I 7;2;C c;100;DJ;0;0;2.02;2.17;4-(aminomethyl)piperidinium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00542;c
108;[C 5 H 1 1 NCH 2 NH 3 ][CH 3 NH 3 ] 2 Pb 3 I 1 0;3;P 1;100;DJ;0;0;1.97;1.99;4-(aminomethyl)piperidinium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00542;a
109;[C 5 H 1 1 NCH 2 NH 3 ][CH 3 NH 3 ] 3 Pb 4 I 1 3;4;C c;100;DJ;0;0;1.91;1.89;4-(aminomethyl)piperidinium;Methylammonium;*.dia;*.dia;CIF;doi: 10.1021/jacs.8b00542;c
110;[(C 6 H 1 1 )PH 3 ] 2 Sn I 4;1;P b c a;100;RP;0.48;0.5;–;–;Cyclohexylphosphonium;–;*.dia;*.dia;CIF;doi: 10.1039/b917722a;
111;[NH 3 CH 2 C 6 H 1 0 CH 2 NH 3 ]Pb I 4;1;P 21/ c;100;else;0.14;0.14;2.31;–;4,4'-bipyridine;–;*.dia;*.dia;CIF;doi: 10.1107/S160053681001682X;a
112;[C 6 H 5 CH 2 NH 3 ]Pb Cl 4;1;C m c 21;100;else;0.46;0.48;3.52;3.65;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
113;[C 6 H 5 CH 2 NH 3 ]Pb Cl 4;1;C m c 21;100;else;0.46;0.48;3.52;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
114;[C 6 H 5 CH 2 NH 3 ]Pb Cl 4;1;C m c 21;100;else;0.47;0.48;3.51;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
115;[C 6 H 5 CH 2 NH 3 ]Pb Cl 4;1;C m c 21;100;else;0.45;0.47;3.53;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
116;[C 6 H 5 CH 2 NH 3 ]Pb Cl 4;1;C m c 21;100;else;0.47;0.48;3.48;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
117;[C 6 H 5 CH 2 NH 3 ]Pb Cl 4;1;C m c a;100;RP;0.49;0.5;3.43;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
118;[C 6 H 5 CH 2 NH 3 ]Pb Cl 4;1;C m c 21;100;else;0.45;0.47;3.52;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
119;[C 6 H 5 CH 2 NH 3 ]Pb Br 4;1;C m c a;100;RP;0.5;0.5;2.88;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
120;[C 6 H 5 CH 2 NH 3 ]Pb Br 4;1;C m c a;100;RP;0.5;0.5;2.87;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
121;[C 6 H 5 CH 2 NH 3 ]Pb Br 4;1;C m c a;100;RP;0.5;0.5;2.88;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
122;[C 6 H 5 CH 2 NH 3 ]Pb Br 4;1;C m c a;100;RP;0.5;0.5;2.88;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1038/ncomms8338;
123;[C 6 H 5 CH 2 NH 3 ] 2 Pb Cl 4;1;C m c 21;100;else;0.46;0.48;3.01;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1039/b204766g;
124;[C 6 H 5 CH 2 NH 3 ] 2 Pb I 4;1;P b c a;100;else;0.47;0.5;2.28;–;Phenylmethylammonium;–;*.dia;*.dia;CIF;doi: 10.1021/acs.chemmater.6b00809;c
